170941,527339
170941,527339
208232,527339
245523,527339
282814,527339
320105,527339
357396,527339
394687,527339
431978,527339
469269,527339
506560,527339
543851,527339
581142,527339
571063,762174
515051,762174
459039,762174
403027,762174
347015,762174
291003,762174
234991,762174
178979,762174
